RId,Text,Rating
jJnT-DOWebGdQ0CLCwaNRA,"Throughout my travels from Boston we ended up in Terminal C as we were flying out with JetBlue and we were on the hunt for a good eat. Well, we definitely...",5
zske738Mnu_YFBWw777G4Q,"Interesting.
Kind of a different menu, foods I'm not so familiar with. But I took a chance and had the shoju burger.
It was a good meal. The bun is...",3
-chLIPcqmzen6Xe-rg7HjQ,I'm moving my older daughter into the area and had lunch at this establishment twice this week. Both times the food was very good.  Nice place and the wait...,5
j4rUYEOMNYG9gpRxEN50TA,"the kids' meals portions were smaller than we thought. they were actually kind of sad looking, especially the tenders. the fries stood out more than the...",3
20Lm4FxziNtqsz1VN1GQpg,"Great Food and atmosphere
Food and Service was excellent. The cheese fries were so awesome. Cheeseburger with French Fries were done to perfection. Pulled...",4
26cYQJNqJM7LdqKtB1yQ1g,Came here for my friends birthday dinner and had a great time! Pasta was sooo delicious-- everyone loved their food! Sat inside and it was a little chilly...,4
nWvo-ExYxAKhu-peOAfoew,I went Tuesday night for the most amazing dinner. I sat outside with my husband which was lovely and they followed all Covid regulations. We started with...,5
MgGND7es0HtyLHxv8J8gsw,5 friends and I ate here last night and had a wonderful time. They did a great job setting up the outdoor seating in light of coronavirus restrictions. The...,5
TZtzeMEWO4ufUIxyCh0gzQ,"Davio's has such good reviews, I pass it all the time and I was in the mood to try something different so I gave it a shot. Had the spring roll sampler...",4
doJXaIRpJzQR124f0zhRuA,My first time at the Davio's in Braintree and I couldn't be more impressed. I loved coming in and seeing the hostess and the manager with Pictures on their...,5
KwLc5SonGyJh80ywjvM0zg,"Way over priced for what you get. Everything was ""ok""... under seasoned everything. Even the atmosphere isnt that great. Wont be back",2
HAo0Bsmh1OjTlm7SX2mQ1w,"AMAZING service and delicious drinks. Very compliant of COVID-19 health requirements. Jonathon himself is serving on the patio and is so hospitable, kind,...",5
chTDk4BvqaF41qsPh-vMjw,This is what I would call your perfect neighborhood bar. First and foremost get the mozzarella sticks I promise they're worth every bite. The vibe is local...,5
ituSrLjr6ituMJ_ymN2lSQ,"I'm pretty sure I'm going to end up with a serious case of food poisoning from this meal. The ""burger"" was some sort of grey mystery meat and as soon as I...",1
N_a3KQT8ytiyiTRo2B27ww,"I can't believe I am just discovering this restaurant! I ordered a burrito or taco plate, can't recall. The meat was delicious, the plate was huge. The...",5
ST1meGrsARRj5RkanbWV7Q,"We went to La Paloma today for my friends daughters 16th Birthday for lunch.
OMG it was absolutely amazing and so delicious. We had everything it was our...",5
UCc0eVgorXGDbpwBcmiCYQ,"I had high hopes about this restaurant because it had a lot of good reviews. For the prices I was expecting the food to reflect that. Sadly, it didn't. I...",2
7PH__XLXDRlGZ-mrl6ERdQ,Okay went back after the first review 2 more times and have to raise the star to 4!  In service was 10x better then the take out experience.  On both...,4
DhCUkGFziv15dmM-TnfGPw,I miss going to the bar. Online ordering is easy and take out food delicious. Staff get to know your name and your favorite foods.,5
4eOGrCAsDNFUVoDaEYfUmw,Started to frequent the Steer House over lock-down. Take out has been great. Friendly service and excellent food and really a great value. You get what you...,5
ZelOyg5W5KRo6TIQNSXRMA,This is a pretty good place for a quick meal. Service is quick with very friendly staff.  Food came out no more than 3 minutes after ordering it which was...,2
U4M7-JTX6Q0TDlPVe6f1nw,I arrived in town late and this was the only place open near the hotel.  I have never been to Eataly.  This place was way overpriced.  I was one of like 3...,3
9WCdDKp_w6FaOn_aXXJVeQ,"Wicked expensive. But the fish and service at La Pescheria is simply wonderfully delicious. Drenched in wonderful olive oil, the scallop crudo is wonderful....",4
f6ijcMb3S5l6T7HhPIxfoA,"We have been coming to this place for years, and after months in quarantine we decided yesterday that we needed a break to celebrate fathers day and went...",5
975CWv4QTgvZH9oFbMzLzQ,"We had lunch there today. It was great! First of all, I need to be careful because of health conditions with covid. I felt very safe. We ate outside on the...",5
7lHhNKRihdyd6TSZ69P_sA,"Fresh and tasty seafood, large quantities of food, and lovely view of the bay from the outdoor seating! I'm not sure why their average rating is so low as I...",4
mRqtPKznpNKOQaZt1gCc7w,"Took my girlfriend here to celebrate her birthday. Because she's super picky, we didn't have that many options. With covid, we are only allowed to have...",5
osK_ZKlYaY-O69zYkMCFzA,First time there with reservations for 7pm. We did not get seated until 7:20 and the waiting area to get seated was jam packed with other people waiting....,4
SIGLDmvezJD1z6T67hnhcw,Ordered take out for a cold and dismal day.  The chicken Marsala was positively outstanding along with the antipasto.  A five star meal after a one star day!,5
4lNm_z41dzJyEsm0JwwS8Q,My wife and I visited Sapore this past weekend.  We were going to a show at the Pavillion and were scrambling to find a place that could seat us and serve...,5
ppeCslQYyQusUNnS3MBiOw,So let me start off by saying that I'm recognizing a vibe here in Boston. It could be just the up north thing. I'm from the south so I definitely notice the...,3
rpXSUIfhn_RT8_Klhr6f1w,From the bar I ordered the Sunchoke & Cauliflower Soup followed by the Roasted Beet Salad. The reason I ordered the salad so soon was that the Soup took so...,2
K3cPlivQcbkrBeyvaHHRCQ,Outstanding service. I placed an order through Uber Eats and an item accidentally wasn't delivered. After calling back and speaking with a gentleman named...,5
NpDSQEGFO7QWfE7n2nHXUA,"After visiting the Somerville location for several years, I was very pleased to find an outpost of this Best of Boston burger spot in Downtown Lynn. My...",4
rD_mss6jqkY4aT3suv1-Hw,"I'll try to break down as best I can. 


Pros:
Tons of burger choices.  We got Mac burger. It was decent. A little to tall and rounded. Making it extra...",4
ycWmVGtFE3y9UEinERUmgw,Estefani's restaurant has definitely left me head over heels.. This is a new Latin restaurant in Lynn that serves authentic Central American food. There was...,5
000JXEb31Vp_GSy5MYk0fg,"Fast delivery, fair prices, and authentically delicious. I recommend the Birria. The spicy stew is really a super flavorful broth. The shells on the tacos...",5
9jEXswSG1O3-vseb51YauQ,The Birria Tacos are SO GOOD. Everyone should order these if they have never had them before. For the take out they even put them upside down so the bottoms...,5
XwN5GMmI5TEpC9KsG7-3Cw,"Parking kind of stinks but this is a great pub sports bar and they have some of the best steak tips! 

Server was also good and they have keno!",5
7TexyMnEQLhFuOnndX8z_g,"I live in Lynn and went to Tony's pub & Grill with my sister to get takeout, when we walked in the bartender looked at us up and down didn't even greet us...",1
3DzcHuMcDeJY4dc0qdYtQA,"You won't find a better fried clams, better clam chowder or better salmon or haddock anywhere else. From what I'm told, the steak, onion soup and chili...",5
c9JoOaWBupCPtjNVhn6fUQ,"Server Tony and Manager Natalia were a dream team for lunch today ! Fast, friendly and efficient, they got us in and out quickly for our flight, 

Deviled...",5
H5wzMEWZ-kqkjs1P0VG_BA,"Excellent food. Waitresses were very friendly, got my order right and was always around when I needed a drink. What more can I ask for. 

I ordered a burger...",5
bbVkucTQWH0X_ExsLRNi9w,"Ordered a bacon cheeseburger (forget the menu burger name), with a side mixed greens salad instead of the house made chips. Salad was HUGE, which I...",3
7AunQtggdwUXzB08wQwWtw,"Went to celebrate our 40 anniversary of the first date. Wonderful as usual!
We've been doing a lot of their takeout lately but was so fun to go in and enjoy...",5
3yrHVwt5Mu1tXFvDiIYw0Q,"The fact that Square hasn't sacrificed an iota of attention to quality, preparation and finesse now that we're in a take-out only timeframe speaks...",5
YGPMmTOC9E2O5i5_dyrddA,The food is absolutely delicious and the staff treat you like family. Love the Brussels sprouts ! We ate dinner there a few weeks ago and loved the food and...,4
XRC28XhpRW1sl02Xo1o5JQ,"The Crossing 9's is one of my favorite places for cocktails, pizza, and scenery.  My only qualm is that recently I went and most of the kitchen staff...",4
YivGNGQPjPuRxnxx4SWjVA,Great time here for my friends birthday last night! They serve small appetizers and great drinks. I got the sangria and the cruel summer and had a bit of a...,4
h3c_yajA78csjHPKzgBwAA,"Great place, great service, friendly service people, food/ drinks are good and the view is awesome as well....",5
Zc2Icj4LWCSL57_2tyNhyA,Very good mexican in the burbs. I love their tomatillo enchiladas and their guacamole is excellent,4
u6w1rwjnfZkYF_k0XCtwcg,"Food here is decent. Came for lunch and got the tacos. Two is plenty.

This place seems pretty authentic.

I recommend.  Not cheap, not super expensive...",3
0gcbRdjLZZqrGGe74Fx6Cw,"I had been to the Dedham location a few times and enjoyed it, but found this experience disappointing.   I ordered online for pickup and when I was handed...",3
su6SnqKm6JNDKVaOREaSEw,"Great sushi. Good times at the bar here... fun atmosphere. Although I was last here pre Covid...
Hope they are doing well",5
r7aISv2ltbNg5YEnfDKQnA,"Maki maki is where it's atttt. As I always say, if u don't like sushi, I hate you ‍. What a devine establishment. If I could marry a restaurant, it would be...",5
WUslvStiU8wn2UzGlYMIdw,The price per portion of sushi is absurd. We ordered two specials and what we got in return was a small container of sushi that costs $34 and could barely...,1
UpHkg43G5EQZkUZw9xfEJw,"Third time back, and this time during COVID.

First off, major kudos to all the safety precautions they've put in place. They've got contactless menu,...",4
aWP_s0JD-sPfrONrv3mjPg,"Live Review _ This place has the best salsa. Simple. Flavorful. MUY Delicioso! Our server, Aiden, was an absolute gentleman and also quite the mixologist...",5
euKUEDwdTvq8uNe1c7b3nA,the best take out we have gotten so far during the covid19 social distancing..Was still hot when we got it home they give plenty of chips and salsa too. We...,5
yp-IcGDP0n5jLEJiUYWwJA,"Let's talk about Cafe Avellino and it's owner and chef Teresa. First off, she's amazing and this tiny little local cafe has amazing live music when the...",5
lGaIYkXjPCcWeM80VpA6GQ,"So glad to have discovered Cafe Avellino. We came for Mother's Day takeout dinner. When we called ahead I spoke with Theresa, Chef/Owner. She was super...",5
IeX0jcXgw7A6642S_DtR0Q,"The avocado toast here is really great, and they serve breakfast all day! very cute restaurant, kind of like a hidden gem. and all the staff are so nice and...",5
dlf9cz1IEViGfa-j9daYdQ,"The food was outstanding. We had crab rangoon appetizer, I had seafood panang and my daughter had drunk noodles. The restaurant was a little warm and it...",4
E_bVXJw_N75rql2j_U17-g,Not sure why they don't have higher reviews! It super busy mostly locals and l think the owner may have been cooking and bringing out the food...either way...,5
iIPD2ohPUlP6QDYiTHL0yg,"Oh what happened to you Montien? I used to love ordering from you. You had fair prices and delicious food. Your massaman curry was amazing. Now, you've...",2
EElK-moqVOAFaSxnrAJVnQ,Best bar pizza around. Take out operation during Covid was spot on! Looking forward to sitting at the bar and enjoying a pie soon!,5
_Rgf1_WTOuY_hGz9LZnhog,"We were exhausted and a bit cranky when we got to the Liberty Grille, but decided to there because it wasn't too busy and we were hungry. The minute we...",5
OWFO802dYv63ESynJxpalw,"I haven't been here for a while and it did not disappoint.  Bar pizza doesn't get much better than this and after having this last night, I'd put it up...",5
RB4XYKo3q8ElPpUgjunJ5g,Massive takeout thumbs up! We've been delinquent in revisiting The Midway during COVID and woke-up to that mistake last night. Dinner was fantastic and...,4
6QKt_V1cqYSP3TUE9GDPdQ,-3.95% if you pay cash under Covid conditions.  This place hasn't changed in 30 years and that's a good thing!  Large bar are in the middle and booths...,4
Ou88iaDMMuOBVl6LvL6d2w,I came here last Thursday with two friends for their Music Bingo event and had an absolute blast! My waitress recommended the Pumpkin Martini which I have...,5
2R-7jNYpSgUAeQm3SKzJ9w,"The key to having an enjoyable time at O'Brian's seems to lie in three crucial factors:

1) Have a sassy blonde server that oozes Bostonian charm (read:...",3
Oh7Hb7DgGvUDB6_DpYdSKQ,"Bleurgh. As this is one of only two places where one can drink alcohol in Logan's E terminal, and it's the pub closest to my departure gate (flights to the...",1
nX7FcguUcyyvuctUmVHuWA,"While waiting for our flight, we stopped by O'Brian's Pub for drinks and a bite. The corned beef Rueben was very good and the Buffalo wings were falling off...",3
J-WnYLNAsJN3Z-POqJt3KA,"Quick and easy online ordering and food pick up during covid. We ordered three pitas: roasted pork with extra tzatziki, zucchini fritter, and fried chicken...",5
KUascM44h8Ix3O4JK433TA,COVID update: You can order Saloniki online for safe and rapid pick-up. I picked up their Impossible pita last week and couldn't have been more...,4
WqoLZW5Wo5_bhc9ovRkhIw,This is a cute little space at Harvard square. I ordered the Mt. Olympus Salad ($12.50) that came with chicken and a lot of other salad things. The serving...,4
sAaQH-GhvRUzQWR6hP1kRQ,"I just ate from here for the first time and was very impressed!

I ordered chicken piccata for take out and it was excellent! It's nice to know there is an...",5
lKsR0RzDMYKL16hwZhK89g,"I've been to Ravello at least a dozen times, eat in & take out, and each time is just as good as the last!! The food is perfect Italian comfort food. The...",5
UXuQfroMj0hqWk7HDYQBiw,We ordered delivery tonight and it was really quick and really delicious! The best chicken piccata that I've had locally. Even my 3 year old enjoyed the...,5
NTyeO_TTwBvNSEhSjimdAQ,I am so glad this restaurant reopened during COVID after opening a month prior to the shutdown. My girlfriend and I made a reservation and were seated...,5
qdM7En_YNzwffvxNbd8rsQ,"French Quarter is a 5 star establishment for sure!

Our waiter Russell was just amazing! He was very courteous, very friendly and knowledgeable about the...",5
n_xB3B6MfBVabEYJSUQwcA,"Last Saturday, I walked by this restaurant around 5pm and there was already a line outside. French Quarter is closed on Sundays and Mondays for now, so I...",5
9CObPT59c_lDR8Ew_J8LPQ,"You wait outside a bit, for take-out on a weeknight. It was nice out though- and it seemed like a good ambiance for the outdoor diners as well. I enjoyed...",5
O0C4QjDabXLgKXHElqN1tg,Yum! Avocado is amazing and their pizza is tasty! During covid they don't have seating indoors - only 3-4 outdoor tables (reservations recommended). Staff...,5
YxwlDv9TdzCv0rJw_eet4w,"There are tons of pizza places in Arlington, so you have plenty of options to choose from. However, if you haven't been to Za yet, you're doing it wrong....",5
S966pEH7xFhKXGVVdSrxjA,I absolutely love jacks. Service is great and pizza is phenomenal. They really go out of there way . I usually eat there but occasionally I get food to go....,5
DwuV7GtijsmIsZH2ozmY3g,"I ordered via Uber Eats and they messed up my order. Despite refusing the unbelievable offer, Pete, the manager, made me new pizzas and drove them to my...",5
BkFfvk1QlYTtQH-ZJeRVHw,"We have been going to Jacks for the last couple of years and it is always consistently a great experience.  With the pandemic, they have done a phenomenal...",5
QyI5SZaTFn6ardChldS1xw,"OK bar-Needs people to come on Saturday nights!
Where is everbody??
Great food-always enjoyed it
Tough crowd sometime-but always safe!
Staff is ok.
Please...",3
L764GgjyzunbNrMWotj7Nw,"What to say about this place. It's a neighborhood ""bah"". It's a little dingy for my taste. I have been there with others, and for that reason only. I would...",1
64DXAVIIMeKN2OhijHmbvw,I haven't actually been since the pandemic. I would just like to give Dockside a shout out for being so great in the community. During these difficult...,4
ywIg3K_xxgKxNXQEHDQZGg,Pre covid review: Came here for a special event so we used the back room but had pizza and chicken tenders from the restaurant. One in my group was saying...,4
3NzRJJm0rfw4LpJPCbg54g,"Take me back to the family restaurants of my youth.  This is the Dockside where it seems everyone is playing Keno.  
Met a group of friends here and we...",3
zhSyHZMQYBGqZyU2sNfCLQ,Clifton took extra care of myself and my mother who is gluten free. He has a great attitude and put up with my no ice water with lemon please. Thank you...,5
90X6jfiZMepKybssdWhq7g,"Although Legal Seafoods recently reopened for indoor dining, we still don't feel comfortable with it. So for our anniversary, we ordered take-out. I ordered...",3
DxhK5qm0dDKEYh0Qv3Su2g,We were so happy when we stumbled on this place on the way to Dedham because I was very hungry. The ambiance was very pleasing. They had very nice looking...,4
Xfy9B9IeQM9RsiUdOYN8LA,Tonight was an attempt at experiencing fine dining to feel some normalcy in eating out again. Making a reservation via their website for a Saturday night at...,5
duUwCxQ-SyR6K-Mcwfw8Yw,I have been treating myself to lunch at the bar every so often and it's always amazing!! It is a comfortable environment even during COVID and the...,5
KDimjMdmxsX8TZclyHrntQ,I went to the Capital Grille in Chestnut Hill to pick up a hamburger and french fries.  It was all I could think about all day in this crazy pandemic.  I...,5
L2NGrDb-wCRUN4zckQuraw,"In short- GO HERE. In long:
This place is SO good!! It was recommended by my fiancé's father who comes here often for the wings. Well, after coming here 3...",5
mECM2TmngMJmxGoX_K55hA,Staying at the Courtyard Marriott which is about 3 miles from Joe Sent me on Main Street. Decided to try something along the lines of bar/pub food and was...,5
DTL0bSAgybvoZ3IgRt-Zxg,"I love going to Joe Sent Me. I used to go to the Cambridge location a lot when I lived there, and I like this location as well since I believe this is the...",5
DNQuw80wl2xL46jARLYhGg,"This place is a touch expensive, but definitely worth it.

The dragon roll is amazing.

All of the rolls are so fresh and packed. Indoor atmosphere...",5
T-RcnoqE4EIhcFAZGZa8xw,I was super impressed by the quality and complex flavors of their takeout! They have a good system for pickup of takeout orders without needing to touch...,5
trs__y_mj0QH-SzByqSZlA,"Calling all Sushi lovers! Since being quarantined this is one restaurant that I have missed terribly, so we decided to order in. Sometimes sushi just...",5
d_LgMdOdP-zFJVCa-yxTKA,My parents were in town and wanted to give this place a try. We were seated very quickly and we appreciated all of the COVID precautions. Pretty typical bar...,4
phWx3Yp9CgUzWkA2Q9RwOg,"the portions they gave us were huge. the linguine in the bolognese was al dente for me. but the meat sauce was good. they gave us a lot in the platter, we...",4
Xenuyg5E1QVtvL2qGe_mBQ,This place since COVID has gone down hill. They are soooo preoccupied with COVID hysteria it's insane. They made our visit very unpleasant even though the...,1
us_Swqw6YQqwIBkv7_AhWA,"I've lived within 3 miles of this place for 20 years, but only discovered it this fall. You could easily drive by thinking it was an old fashioned dive bar...",5
Gm3wQaj5dotS5Q1Hd1uwGg,The Four Winds has been one of my favorite places to go since moving to the area over four years ago.  We are here almost weekly for either lunch or dinner...,5
zT4eMgDpSupi01MjyOIegA,It wasn't a bad place but it definitely was someplace I would go back to. The inside is very small and the deck is a long wait.i got the chicken broccoli...,3
czSnN2gwIyfqOVt2qcfi-g,"They make a really great burger for the league they're playing in. If you're thinking between five guys, shake shack, or any fast food burger... Go with...",5
Qn1AvoGAfIeAkB-azoiyTg,"I went back there after a while. Service was nice, but food was terrible. Worse than last time when the food was half-decent.

Burger was overcooked and...",1
hhvfC5X46d37OWu9kKYZRw,"On a visit to Harvard, I walked by Tasty Burger and read that it was the official burger of the Red Sox.  My curiosity aroused, I dropped in to check it...",4
jAbVWKwODdpMukbAEDV0vw,"I have been going here forever, and I have no clue why I have not written a review yet!! Food is always incredible. Always fresh and great quality. Service...",5
Z7s_c84t6aOqr9Qc--Ao0w,Always excellent food. I did takeout during COVID and it was easy to drive up and have bag placed in car.,5
yrfikZK4TyxL74c_BKW8rA,"I just had one of the best dining experiences since COVID. In general, majority of restaurants are cutting corners due to changes COVID brought but not...",5
KoQLWJRI4hHpkGVCPmVXNw,Best Italian that I've had in the US (outside of Italy). Definitely a must! Always come for special occasions and am always satisfied. My favs to get...,5
nr8qE1t1fN-PX-JseWJuKg,"I don't understand some of the hate in the reviews. Looking for a nice restaurant while we were in the area, we almost passed on Tre Monte because of the...",5
I642xvy6icZVflbreR_kmg,"Ordered takeout and have to say when I picked it up, it was fresh from the oven and nice and hot. The fried rice balls were delicious. We also ordered a...",2
Cy2n95PNPvYE7DffktPITg,"Since quarantine started, my girlfriend I have stated every weekend ""I wish we could just go to The Quiet Few.""

The ""Top Shelf, Low Brow"" slogan they push...",5
6QjqpRKeoeEuZWacNdInhw,"Easily our favorite place to go since my partner and I moved to East Boston. This is the coziest little bar in the neighborhood, with an amazing selection...",5
sPvDC5BuGB_Pd_MI4rRexQ,The Quiet Few is back open for takeout after COVID19 stay at home orders! Online ordering is easy and pickup is a breeze. We got a couple of burgers and...,5
ZMVsBSH29vLqjDU-lbsC-Q,"Stopped by soon after they started offering outdoor seating during the pandemic. Great drinks, even better service!",5
hmuswQf2NfDN2LfzMVZ6Fg,"They have an awesome new  patio and they did an amazing job on social distancing: real good distance  between tables, way more space than other patios!...",5
lZUNilnVVNABv4Oo5hcacQ,Best tacos I've ever had! I always go for the steak and chicken. The hot sauce they give with it is amazing as well! Their fried ice cream is to die for...,5
gHEJ82JcdcM-Odjx4sfaMw,"I came here on an impromptu trip with people to do Stump Trivia which Champions holds every Monday night at 8:30. On first impressions of the place, it...",3
jmtht3iM5kasF3cpfWR66Q,Awesome bar with an even better staff! Great atmosphere and good drinks! The pizza is awesome!!! Check em out!,5
_qyoARAw-kuKC_DwgjqC9w,"I liked Champions Cafe but have to say it is definitely a ""hole in the wall"" style joint. The service was very friendly (they had a really beautiful, nice...",4
fJvRihXPKjPCnWK0wnzxnA,The grilled octopus is fabulous. They have excellent aperol sprtiz drinks and peroni on tab. Nice atmosphere. I highly recommend it.,5
aEYux15Hdg9qlA2jzdDCkQ,"Really liked the vibe on the roof! Very fun space with a diverse menu, and they had touchtunes! I was 100% confused about whether to go in the entrance for...",4
y4VNWP4BqS_MhYtUeFTufQ,"For this time I've had the opportunity to try more than their calamari. I came in on a Tuesday as a read that they have happy hours. 

TUESDAY UNTIL 9 PM...",5
HXgkukGJMOliwTId2HTv3g,We got takeout during Covid-19! It was delicious! Their arancini was by far the best I've ever had! Their gnocchi was fresh and amazing and I would highly...,5
ELVJb_LpeAfCF-QU_7KQBw,We went to their old location on the Winchester line last year. We did their take out at the new Woburn center location and I was really impressed. The...,5
RWgSDMDEKpXArpbjGeRQnA,Wow!  Very quiet tonight for a Saturday!  I have to say this was such a pleasant surprise!  The food was exceptional!   We had risotto balls which were...,5
qRFS3uFi7x2WQ6ESGHHBtg,Coming from 1 star to 5 with this update. Updating a review because my recent order was great. Maybe my first time was a bad one but that was a year ago....,5
d1say68WQoEimczLQcHMkA,"This place makes excellent AfroCaribbean food and has good customer service for takeout. I recommend the red snapper, the lobster in creole sauce, and their...",5
AbKKhkj0_f8svST0D2sovQ,Good food. Everything fresh and drink strong! Will be back right in center of Hyde park. Pork mofongo the best,5
aGVGJcpK9JHmxkzgO9fr3w,Went there at July 19 at my birthday and I had to come back to write a review. The ribeye is the best I ever had in Boston and the price is not that...,5
fzxaY1aSw0ocCk6HGWHLYw,Just ordered food for takeout. Thank you for being open and thank you to the staff for working. We enjoyed our meal. Hopefully others order for takeout or...,5
twE2ejlphCO42e1g391a9A,"Expensive yes! Worth it---- every penny.
Went for our anniversary years ago, and my husband took me there last night for my birthday.  I absolutely loved...",5
oLs6e7n-FkpCFMfTR9Eubw,"always the best 
Whether you dine in or take out NICK and team can't get any better
PS they hosted our small last-minute impromptu wedding reception. A...",5
KMPE3_cz5dW_yp0Me5iG4Q,"Food was great! When we called for a take-out order, the lady was not the friendliest- was short with her responses saying ""yup"" and then stating the total...",4
SV1zCjldeipQSG0pezoZQw,This area is known for old school Italian restaurants and this is exactly what Bocelli's is all about. Let's start with the old part- this place doesn't...,5
EAODnUC7fEuvKKKM29Rqeg,"Patio is open !! Restaurant is taking all precautions to keep the guests safe, can access the menu from your phone , take out available and also services...",5
nl4S8unDNScoUVegHP1HNg,"I can't believe this place only has 3.5 stars ??? 

Lobster Mac and cheese was perfect 

Filet mignon was perfectly cooked 

Most of the bad reviews are for...",5
H0GTeZ-15fwfBgjvBpXUrA,"This review will be somewhat skewed as the service was atrocious however, the dinners were very nice. Our reservations for 6pm and seated right away. We...",2
x34m5wH1s31mugwT94RcTw,"So, this is my second review and am so glad to say that Shoppers has started delivery again. My husband and I are over 65, so we have not been to a...",5
4RRUQcFJRRezUsGtRuVmZA,Restaurant the down the street told me go find restaurant names shoppers cafe so I called ahead . It was They let me take order I went with wings salt &...,3
Y8RwfuSVb1uy4Ylxz_yhTg,I didn't used to like this place because the service was terrible. You couldn't get a drink unless you were a regular. Then COVID happened and they closed....,2
aWMMhoJFgKlPhy_lmoUvjw,"This review is for take out, not dine in.
Couldn't have had a better experience for wings than I did at BWW yesterday. My go to place for take out wings is...",4
Y3aVx-oeTP5xmD0c_ZQ84Q,"Pros: 
-BOGO boneless wings on Thursdays!
-Lots of sauce options 

Cons:
-Expensive/seemingly small portions (about ~5.5 oz in a 6 piece boneless for...",2
HwGlzS5hArabMru0TVm7og,This was my first ever time at a Buffalo Wild Wings. Excellent take out setup separate from the main restaurant. The woman who got my food was very helpful...,2
xZzeRrCPxHdLi7Y31KfJMg,"I went to Rosaria's for a memorial dinner on Sunday May 20 th.
I loved everything about it.
The tables where elegantly placed
We had Caesar salad served to...",5
a9g-83nZ3EtWaw6PTKCR3w,"Excellent eating experience.. from walking in the door and being greeted by employee, seated and drink order taken, was maybe 5 minutes. Meal was served hot...",5
NI6rlQiPze8b204yz-NROg,"We've been back with friends a few times since our original visit, and Rosaria has greatly improved. So much so that I can't remember specifically what...",4
pfFcpUYt_JcCloirmBCzRA,"Beautiful views of the harbor when you're sitting outside.  Be mindful of the wind!

The menu we had was fairly limited although not too surprising...",4
aSI_GDeyLDHaNk7qM8yrlA,"The experience at this place was out of this world. 
1) our hostess Hayley was really nice and gave us choices for our tables so that we would not get wet...",5
yTwUsO_UcqhLVVbr4sbcPQ,"Excellent place. Great social distancing - tables placed far apart. Lobster rolls and oysters are amazing. Also the watermelon ""slushie."" Awesome service...",5
qlmmg4RjW903gtWj4OEq6Q,Best breakfast I have found while being in Quincy! I am not a breakfast person but absolutely love this place and could eat here everyday and sometimes feel...,5
3AuCK0QSVOMYcHujRw0suA,"One word: outstanding. Since corona season is upon us it's only fair to mention it is indoor seating. Take out is available. It's also a seat yourself, not...",5
xTrBnx5MDJlAQY57vlqTug,My go to spot for breakfast. Very good food and the nicest staff. Always makes me feel very welcomed. They have everything social distanced but still feels...,5
eBdHOe3swCZVRMbfRWpyow,I arrived 1 minute before closing. To my surprise they were super helpful and the manager went way out of his way to help me. I wish I remembered his name...,5
ByVnfC9yYdHt75y4KQO9WQ,"This restaurant is taking advantage of the covid restrictions. Charged me full price for a steak tips and mashed potatoes meal, with delivery fee and tip...",1
xPQt07k999bcoU2sbMzjcA,"This might be a much loved local/regional chain but I hardly consider this a cut above any national hamburger chain.
Not a favorite by any stretch.",2
1LrBZbLNfkBsFrHwEBlfSg,"Best pizza in the neighborhood!!! Love the this crust, moderate amount of sauce and cheese which we like!",5
J8RXQ2qN0oq2OkhiK0QUVQ,If there was an option leave a lower rating I would! Given the fact that Covid has impacted so many local places I tries to give this spot the benefit of...,1
hK8J_I-LK9f-e4Y03F0ZLQ,"My quest for great takeout pizza on a Sunday finally brings me back to the old Brothers Pizza now Mark & Tony's. 

I had brothers once years ago, barely...",4
CsqmNvlAsOI04ckOsto5Ig,"This is by far an underrated dive bar. It has great bartenders, and the food is well worth a taste. Sure you have your townies, but if you can handle a...",5
kZtn2gU_UdOcSUFdp2Bcqg,"Pros: Can't beat the deals at this dive! Cheap beer, cheap (and delicious) food, etc. Has never been too crowded when I've been there and 2/3 of the...",3
Pf7AZT7JNL0QBtHWUsioKA,"Like others, I went due to morbid curiosity about the place as I drive by it nearly every day. JT has been dying to see the inside of the bar, so we finally...",3
lPohSDNvMS0OzJ2ebeXErw,I've read some of the reviews of this place and I think people have not given it a fair shake it is basically a cafe next to a movie theater that being said...,3
Om4rvdKyP1t2tQro-BrrKw,I'm not a difficult person to please when it comes to food. Studio 3 is waaaay overpriced for what you get. The quality is on par with what you'd get from a...,1
fyIWpvSmO2imqHqLuQQAkw,"It's nice to have this place near the movie theater so you can grab a glass of wine or cocktail before your movie starts. The food, not so good. Expect to...",1
7XqNedOvDimMRrdfmpJDUw,"YES!!!!

What a great spot.  A divey, untouched, classic loud music place to get drunk.  This place also has some great food.  

The setup is a little...",4
nRwtkW4M70-DKn5TYJvZPg,"If you go to see a band, be prepared to be smoked out by all the outside smokers. No matter where you sit or stand in the band room, every two minutes...",1
kcc6SY1IKiGq1WWQYBRDEg,Awful service. Condescending staff. Bartender pretended not to hear myself and other customers which in turn discouraged us from buying anything. Seeing as...,1
KzQ1kaSXzq1IP_PhlvRmnA,"Unique place with great food, staff & cocktails. One of my favorite places in Boston. Excellent variation on the specials menu, and always very well...",5
LbPEyzWaOq-_jKBVbK6ziQ,"We were recommended this little spot and despite the negative energy and touchy service, it was very cute and our ideal bar. 
The server was negative and...",3
kK8NjraN6PXC72qKtAcQCg,Came just for a drink. But no room at the bar so we got a table. I got a dirty martini and it was perfect! My hubby got a beer. We also ordered the lamb...,5
PtprV7r0eipwr2r4mauU0g,"Ok let's be fair ! Nothing is normal these days !!! Stopped in after a day of errands . Wanted to sit alone ,and be served a drink and food ! I do it at...",4
